ID	SENTENCE	BLOCK	PATTERN_TYPE	ACTUAL	ACCEPTABLE
16034	I like lakes less than nature .	32	comparatives-nature	<	N
16035	I like nature less than lakes .	32	comparatives-nature	>	N
16036	I like lakes less than malls .	33	comparatives-nature	NR	Y
16037	I like malls less than lakes .	33	comparatives-nature	NR*	Y
16038	I like lakes less than nature .	33	comparatives-nature	<	N
16039	I like nature less than lakes .	33	comparatives-nature	>	N
16040	I like lakes less than houses .	34	comparatives-nature	NR	Y
16041	I like houses less than lakes .	34	comparatives-nature	NR*	Y
16042	I like lakes less than nature .	34	comparatives-nature	<	N
16043	I like nature less than lakes .	34	comparatives-nature	>	N
16044	I like lakes less than concrete .	35	comparatives-nature	NR	Y
16045	I like concrete less than lakes .	35	comparatives-nature	NR*	Y
16046	I like lakes less than nature .	35	comparatives-nature	<	N
16047	I like nature less than lakes .	35	comparatives-nature	>	N
16048	I like marshes more than cities .	36	comparatives-nature	NR	Y
16049	I like cities more than marshes .	36	comparatives-nature	NR*	Y
16050	I like marshes more than nature .	36	comparatives-nature	<	N
16051	I like nature more than marshes .	36	comparatives-nature	>	N
16052	I like marshes more than malls .	37	comparatives-nature	NR	Y
16053	I like malls more than marshes .	37	comparatives-nature	NR*	Y
16054	I like marshes more than nature .	37	comparatives-nature	<	N
16055	I like nature more than marshes .	37	comparatives-nature	>	N
16056	I like marshes more than houses .	38	comparatives-nature	NR	Y
16057	I like houses more than marshes .	38	comparatives-nature	NR*	Y
16058	I like marshes more than nature .	38	comparatives-nature	<	N
16059	I like nature more than marshes .	38	comparatives-nature	>	N
16060	I like marshes more than concrete .	39	comparatives-nature	NR	Y
16061	I like concrete more than marshes .	39	comparatives-nature	NR*	Y
16062	I like marshes more than nature .	39	comparatives-nature	<	N
16063	I like nature more than marshes .	39	comparatives-nature	>	N
16064	I like marshes as much as cities .	40	comparatives-nature	NR	Y
16065	I like cities as much as marshes .	40	comparatives-nature	NR*	Y
16066	I like marshes as much as nature .	40	comparatives-nature	<	N
16067	I like nature as much as marshes .	40	comparatives-nature	>	N
16068	I like marshes as much as malls .	41	comparatives-nature	NR	Y
16069	I like malls as much as marshes .	41	comparatives-nature	NR*	Y
16070	I like marshes as much as nature .	41	comparatives-nature	<	N
16071	I like nature as much as marshes .	41	comparatives-nature	>	N
16072	I like marshes as much as houses .	42	comparatives-nature	NR	Y
16073	I like houses as much as marshes .	42	comparatives-nature	NR*	Y
16074	I like marshes as much as nature .	42	comparatives-nature	<	N
16075	I like nature as much as marshes .	42	comparatives-nature	>	N
16076	I like marshes as much as concrete .	43	comparatives-nature	NR	Y
16077	I like concrete as much as marshes .	43	comparatives-nature	NR*	Y
16078	I like marshes as much as nature .	43	comparatives-nature	<	N
16079	I like nature as much as marshes .	43	comparatives-nature	>	N
16080	I like marshes less than cities .	44	comparatives-nature	NR	Y
16081	I like cities less than marshes .	44	comparatives-nature	NR*	Y
16082	I like marshes less than nature .	44	comparatives-nature	<	N
16083	I like nature less than marshes .	44	comparatives-nature	>	N
16084	I like marshes less than malls .	45	comparatives-nature	NR	Y
16085	I like malls less than marshes .	45	comparatives-nature	NR*	Y
16086	I like marshes less than nature .	45	comparatives-nature	<	N
16087	I like nature less than marshes .	45	comparatives-nature	>	N
16088	I like marshes less than houses .	46	comparatives-nature	NR	Y
16089	I like houses less than marshes .	46	comparatives-nature	NR*	Y
16090	I like marshes less than nature .	46	comparatives-nature	<	N
16091	I like nature less than marshes .	46	comparatives-nature	>	N
16092	I like marshes less than concrete .	47	comparatives-nature	NR	Y
16093	I like concrete less than marshes .	47	comparatives-nature	NR*	Y
16094	I like marshes less than nature .	47	comparatives-nature	<	N
16095	I like nature less than marshes .	47	comparatives-nature	>	N
16096	He uses sight more than rumors .	0	comparatives-senses	NR	Y
16097	He uses rumors more than sight .	0	comparatives-senses	NR*	Y
16098	He uses sight more than senses .	0	comparatives-senses	<	N
16099	He uses senses more than sight .	0	comparatives-senses	>	N
16100	He uses sight more than reports .	1	comparatives-senses	NR	Y
16101	He uses reports more than sight .	1	comparatives-senses	NR*	Y
16102	He uses sight more than senses .	1	comparatives-senses	<	N
16103	He uses senses more than sight .	1	comparatives-senses	>	N
16104	He uses sight more than reconstructions .	2	comparatives-senses	NR	Y
16105	He uses reconstructions more than sight .	2	comparatives-senses	NR*	Y
16106	He uses sight more than senses .	2	comparatives-senses	<	N
16107	He uses senses more than sight .	2	comparatives-senses	>	N
16108	He uses sight more than guesses .	3	comparatives-senses	NR	Y
16109	He uses guesses more than sight .	3	comparatives-senses	NR*	Y
16110	He uses sight more than senses .	3	comparatives-senses	<	N
16111	He uses senses more than sight .	3	comparatives-senses	>	N
16112	He uses sight as much as rumors .	4	comparatives-senses	NR	Y
16113	He uses rumors as much as sight .	4	comparatives-senses	NR*	Y
16114	He uses sight as much as senses .	4	comparatives-senses	<	N
16115	He uses senses as much as sight .	4	comparatives-senses	>	N
16116	He uses sight as much as reports .	5	comparatives-senses	NR	Y
16117	He uses reports as much as sight .	5	comparatives-senses	NR*	Y
16118	He uses sight as much as senses .	5	comparatives-senses	<	N
16119	He uses senses as much as sight .	5	comparatives-senses	>	N
16120	He uses sight as much as reconstructions .	6	comparatives-senses	NR	Y
16121	He uses reconstructions as much as sight .	6	comparatives-senses	NR*	Y
16122	He uses sight as much as senses .	6	comparatives-senses	<	N
16123	He uses senses as much as sight .	6	comparatives-senses	>	N
16124	He uses sight as much as guesses .	7	comparatives-senses	NR	Y
16125	He uses guesses as much as sight .	7	comparatives-senses	NR*	Y
16126	He uses sight as much as senses .	7	comparatives-senses	<	N
16127	He uses senses as much as sight .	7	comparatives-senses	>	N
16128	He uses sight less than rumors .	8	comparatives-senses	NR	Y
16129	He uses rumors less than sight .	8	comparatives-senses	NR*	Y
16130	He uses sight less than senses .	8	comparatives-senses	<	N
16131	He uses senses less than sight .	8	comparatives-senses	>	N
16132	He uses sight less than reports .	9	comparatives-senses	NR	Y
16133	He uses reports less than sight .	9	comparatives-senses	NR*	Y
16134	He uses sight less than senses .	9	comparatives-senses	<	N
16135	He uses senses less than sight .	9	comparatives-senses	>	N
16136	He uses sight less than reconstructions .	10	comparatives-senses	NR	Y
16137	He uses reconstructions less than sight .	10	comparatives-senses	NR*	Y
16138	He uses sight less than senses .	10	comparatives-senses	<	N
16139	He uses senses less than sight .	10	comparatives-senses	>	N
16140	He uses sight less than guesses .	11	comparatives-senses	NR	Y
16141	He uses guesses less than sight .	11	comparatives-senses	NR*	Y
16142	He uses sight less than senses .	11	comparatives-senses	<	N
16143	He uses senses less than sight .	11	comparatives-senses	>	N
16144	He uses hearing more than rumors .	12	comparatives-senses	NR	Y
16145	He uses rumors more than hearing .	12	comparatives-senses	NR*	Y
16146	He uses hearing more than senses .	12	comparatives-senses	<	N
16147	He uses senses more than hearing .	12	comparatives-senses	>	N
16148	He uses hearing more than reports .	13	comparatives-senses	NR	Y
16149	He uses reports more than hearing .	13	comparatives-senses	NR*	Y
16150	He uses hearing more than senses .	13	comparatives-senses	<	N
16151	He uses senses more than hearing .	13	comparatives-senses	>	N
16152	He uses hearing more than reconstructions .	14	comparatives-senses	NR	Y
16153	He uses reconstructions more than hearing .	14	comparatives-senses	NR*	Y
16154	He uses hearing more than senses .	14	comparatives-senses	<	N
16155	He uses senses more than hearing .	14	comparatives-senses	>	N
16156	He uses hearing more than guesses .	15	comparatives-senses	NR	Y
16157	He uses guesses more than hearing .	15	comparatives-senses	NR*	Y
16158	He uses hearing more than senses .	15	comparatives-senses	<	N
16159	He uses senses more than hearing .	15	comparatives-senses	>	N
16160	He uses hearing as much as rumors .	16	comparatives-senses	NR	Y
16161	He uses rumors as much as hearing .	16	comparatives-senses	NR*	Y
16162	He uses hearing as much as senses .	16	comparatives-senses	<	N
16163	He uses senses as much as hearing .	16	comparatives-senses	>	N
16164	He uses hearing as much as reports .	17	comparatives-senses	NR	Y
16165	He uses reports as much as hearing .	17	comparatives-senses	NR*	Y
16166	He uses hearing as much as senses .	17	comparatives-senses	<	N
16167	He uses senses as much as hearing .	17	comparatives-senses	>	N
16168	He uses hearing as much as reconstructions .	18	comparatives-senses	NR	Y
16169	He uses reconstructions as much as hearing .	18	comparatives-senses	NR*	Y
16170	He uses hearing as much as senses .	18	comparatives-senses	<	N
16171	He uses senses as much as hearing .	18	comparatives-senses	>	N
16172	He uses hearing as much as guesses .	19	comparatives-senses	NR	Y
16173	He uses guesses as much as hearing .	19	comparatives-senses	NR*	Y
16174	He uses hearing as much as senses .	19	comparatives-senses	<	N
16175	He uses senses as much as hearing .	19	comparatives-senses	>	N
16176	He uses hearing less than rumors .	20	comparatives-senses	NR	Y
16177	He uses rumors less than hearing .	20	comparatives-senses	NR*	Y
16178	He uses hearing less than senses .	20	comparatives-senses	<	N
16179	He uses senses less than hearing .	20	comparatives-senses	>	N
16180	He uses hearing less than reports .	21	comparatives-senses	NR	Y
16181	He uses reports less than hearing .	21	comparatives-senses	NR*	Y
16182	He uses hearing less than senses .	21	comparatives-senses	<	N
16183	He uses senses less than hearing .	21	comparatives-senses	>	N
16184	He uses hearing less than reconstructions .	22	comparatives-senses	NR	Y
16185	He uses reconstructions less than hearing .	22	comparatives-senses	NR*	Y
16186	He uses hearing less than senses .	22	comparatives-senses	<	N
16187	He uses senses less than hearing .	22	comparatives-senses	>	N
16188	He uses hearing less than guesses .	23	comparatives-senses	NR	Y
16189	He uses guesses less than hearing .	23	comparatives-senses	NR*	Y
16190	He uses hearing less than senses .	23	comparatives-senses	<	N
16191	He uses senses less than hearing .	23	comparatives-senses	>	N
16192	He uses touch more than rumors .	24	comparatives-senses	NR	Y
16193	He uses rumors more than touch .	24	comparatives-senses	NR*	Y
16194	He uses touch more than senses .	24	comparatives-senses	<	N
16195	He uses senses more than touch .	24	comparatives-senses	>	N
16196	He uses touch more than reports .	25	comparatives-senses	NR	Y
16197	He uses reports more than touch .	25	comparatives-senses	NR*	Y
16198	He uses touch more than senses .	25	comparatives-senses	<	N
16199	He uses senses more than touch .	25	comparatives-senses	>	N
16200	He uses touch more than reconstructions .	26	comparatives-senses	NR	Y
16201	He uses reconstructions more than touch .	26	comparatives-senses	NR*	Y
16202	He uses touch more than senses .	26	comparatives-senses	<	N
16203	He uses senses more than touch .	26	comparatives-senses	>	N
16204	He uses touch more than guesses .	27	comparatives-senses	NR	Y
16205	He uses guesses more than touch .	27	comparatives-senses	NR*	Y
16206	He uses touch more than senses .	27	comparatives-senses	<	N
16207	He uses senses more than touch .	27	comparatives-senses	>	N
16208	He uses touch as much as rumors .	28	comparatives-senses	NR	Y
16209	He uses rumors as much as touch .	28	comparatives-senses	NR*	Y
16210	He uses touch as much as senses .	28	comparatives-senses	<	N
16211	He uses senses as much as touch .	28	comparatives-senses	>	N
16212	He uses touch as much as reports .	29	comparatives-senses	NR	Y
16213	He uses reports as much as touch .	29	comparatives-senses	NR*	Y
16214	He uses touch as much as senses .	29	comparatives-senses	<	N
16215	He uses senses as much as touch .	29	comparatives-senses	>	N
16216	He uses touch as much as reconstructions .	30	comparatives-senses	NR	Y
16217	He uses reconstructions as much as touch .	30	comparatives-senses	NR*	Y
16218	He uses touch as much as senses .	30	comparatives-senses	<	N
16219	He uses senses as much as touch .	30	comparatives-senses	>	N
16220	He uses touch as much as guesses .	31	comparatives-senses	NR	Y
16221	He uses guesses as much as touch .	31	comparatives-senses	NR*	Y
16222	He uses touch as much as senses .	31	comparatives-senses	<	N
16223	He uses senses as much as touch .	31	comparatives-senses	>	N
16224	He uses touch less than rumors .	32	comparatives-senses	NR	Y
16225	He uses rumors less than touch .	32	comparatives-senses	NR*	Y
16226	He uses touch less than senses .	32	comparatives-senses	<	N
16227	He uses senses less than touch .	32	comparatives-senses	>	N
16228	He uses touch less than reports .	33	comparatives-senses	NR	Y
16229	He uses reports less than touch .	33	comparatives-senses	NR*	Y
16230	He uses touch less than senses .	33	comparatives-senses	<	N
16231	He uses senses less than touch .	33	comparatives-senses	>	N
16232	He uses touch less than reconstructions .	34	comparatives-senses	NR	Y
16233	He uses reconstructions less than touch .	34	comparatives-senses	NR*	Y
16234	He uses touch less than senses .	34	comparatives-senses	<	N
16235	He uses senses less than touch .	34	comparatives-senses	>	N
16236	He uses touch less than guesses .	35	comparatives-senses	NR	Y
16237	He uses guesses less than touch .	35	comparatives-senses	NR*	Y
16238	He uses touch less than senses .	35	comparatives-senses	<	N
16239	He uses senses less than touch .	35	comparatives-senses	>	N
16240	He uses taste more than rumors .	36	comparatives-senses	NR	Y
16241	He uses rumors more than taste .	36	comparatives-senses	NR*	Y
16242	He uses taste more than senses .	36	comparatives-senses	<	N
16243	He uses senses more than taste .	36	comparatives-senses	>	N
16244	He uses taste more than reports .	37	comparatives-senses	NR	Y
16245	He uses reports more than taste .	37	comparatives-senses	NR*	Y
